job_title,university,location,job_type,date
Assistant / Associate Professor  Computer Science and Engineering,University of Cincinnati,Cincinnati  OH,Computer Engineering,05/22/19
Adjunct Faculty (Computer Science) - SPC - req5613,Alamo Colleges,San Antonio  TX,Computer Science,05/21/19
Assistant/Associate Professor Computer Information Systems,North Carolina Central University,Durham  NC,Information Systems and Technology,05/21/19
Adjunct Faculty of Computer Science,Roger Williams University,Bristol  RI,Computer Science,05/18/19
Mathematics and Computer Information Science - Mathematics - Temporary Faculty Pool,Mansfield University,Mansfield  PA,Mathematics,05/16/19
Mathematics and Computer Information Science - Computer Science - Temporary Faculty Pool,Mansfield University,Mansfield  PA,Computer Science,05/16/19
Assistant Professor of Cybersecurity,Grambling State University,Grambling  LA,Computer Science,05/16/19
Assistant Professor of Cybersecurity,Grambling State University,Grambling  LA,Computer Science,05/16/19
Associate/Assistant Professor of Software Engineering,The University of Virginia's College at Wise,Wise  VA,Computer Science,05/15/19
Part-Time Faculty  Dept. of Computer Science,Bridgewater State University,Bridgewater  MA,Computer Science,05/14/19
Non-Tenure Track Faculty,University of Texas at Arlington,Arlington  TX,Computer Engineering,05/14/19
Assistant Professor of Computer Science - Fall 2019,Fairleigh Dickinson University,Teaneck  NJ,Computer Science,05/13/19
Mobile Forensics (CNAS)  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Adelphi  MD,Computer Science,05/13/19
Postdoctoral Research Associate in Data Science,Princeton University,Princeton  NJ,Computer Science,05/11/19
Lecturer in Computer Science and Engineering,University of California  Riverside,Riverside  CA,Computer Engineering,05/09/19
Computer & Information Technology (Adjunct),Maricopa Community Colleges,Tempe  AZ,Computer Science,05/09/19
Part-Time Faculty - Computer Science,Bucks County Community College,Newtown  PA,Computer Science,05/09/19
Part Time Teaching - Fall Semester,Rutgers  The State University of New Jersey,New Brunswick  NJ,Computer Science,05/08/19
Adjunct Professor of Cybersecurity & Networking,Roger Williams University,Bristol  RI,Computer Science,05/08/19
Adjunct Instructor - Software Development,Maryville University of Saint Louis,St. Louis  MO,Computer Science,05/08/19
Adjunct Instructor - Computer Information Systems (CIS),City Colleges of Chicago,Chicago  IL,Computer Science,05/03/19
Department Chair of Computer Science and Information Technology,Clayton State University,Morrow  GA,Computer Science,05/03/19
Computer Science Instructor Part-Time Faculty Pool,Clackamas Community College,Oregon City  OR,Computer Science,05/02/19
Postdoctoral Research Associate I,The University of Arizona,Tucson  AZ,Computer Science,05/02/19
Assistant Professor of Practice - Cyber Operations (Multiple Positions),The University of Arizona,Tucson  AZ,Computer Science,05/02/19
Contract Faculty - Department of Mathematics and Computer Science,Seton Hall University,South Orange  NJ,Computer Science,05/02/19
GoLang Programming Online Part-Time Instructor,University of California  Irvine,Irvine  CA,Computer Science,05/01/19
Adjunct Faculty  Computer Science,Barry University,Miami Shores  FL,Computer Science,05/01/19
Assistant/Associate Professor of Computer Science,The University of Virginia's College at Wise,Wise  VA,Computer Science,05/01/19
EOF Engineering Summer Program Non-credit Coadjutant Instructors,Rutgers  The State University of New Jersey,New Brunswick  NJ,Physics,04/30/19
Adjunct Pool- Computer Science-Vocational Short-Term (noncredit),Merced College,Merced  CA,Computer Science,04/29/19
Adjunct Faculty Computer Science,Merced College,Merced  CA,Computer Science,04/29/19
Instructor for Peer Instructor Education Course,Rutgers  The State University of New Jersey,New Brunswick  NJ,Computer Science,04/29/19
College of Arts and Sciences - Open Rank - Computer Science - F846P,University of Alabama at Birmingham,Birmingham  AL,Computer Science,04/26/19
Part-time Lecturer Pool - Comp Science & Software Engineering,California Polytechnic State University - San Luis Obispo,San Luis Obispo  CA,Computer Engineering,04/24/19
Data Science & Predictive Analytics Online Part-Time Instructor,University of California  Irvine,Online/Remote,Computer Science,04/24/19
Assistant Research Professor - Machine Learning and Natural Language Processing,Johns Hopkins University,Baltimore  MD,Computer Science,04/23/19
Instructor in Computer Science (One Year Temporary)  Romain College of Business - F19016F1,University of Southern Indiana,Evansville  IN,Computer Science,04/19/19
*REVISED* Bioinformatics  Postdoctoral Scholar  UNLV School of Life Sciences [R0113080],University of Nevada Las Vegas,Las Vegas  NV,Computer Science,04/16/19
Computer Technology Adjunct Instructors (ADJT19),Aiken Technical College,Aiken  SC,Computer Science,04/15/19
General Education Faculty,Everglades University,Boca Raton  FL,Speech and Public Speaking,04/12/19
Assistant Professor of Computer Science,Penn State Harrisburg,Middletown  PA,Computer Science,04/12/19
Assistant Professor of Computer Science (Tenure-track),Yeshiva University,New York  NY,Computer Science,04/11/19
FT Faculty: Assistant Professor - Computer Science,Shaw University,Raleigh  NC,Computer Science,04/10/19
Part-Time Lecturer Pool - Industrial Technology,California Polytechnic State University - San Luis Obispo,San Luis Obispo  CA,Computer Science,04/08/19
Non-Credit Instructor (Part Time),Rutgers  The State University of New Jersey,New Brunswick  NJ,Art,04/08/19
Endowed Associate  Full Professors or Chairs,Stony Brook University,Stony Brook  NY,Computer Science,04/08/19
Adjunct/Part-Time Faculty Applicant Pool,San Jose/Evergreen Community College District,San Jose  CA,Art,04/08/19
Adjunct Professor - Computer Literacy,Erie Community College,Buffalo  NY,Computer Science,04/05/19
Instructional Faculty,Rochester Institute of Technology,Rochester  NY,Computer Science,04/05/19
Adjunct - Computer Science,Saint Leo University,Jacksonville  FL,Computer Science,04/01/19
Intro to Computer Science using Java I and II,Middlesex County College,Edison  NJ,Computer Science,04/01/19
Adjunct- Intro to Computer Science using C++,Middlesex County College,Edison  NJ,Computer Science,04/01/19
Tenure-track Faculty in Artificial Intelligence and Machine Learning (Open Rank),Yeshiva University,New York  NY,Computer Science,04/01/19
Program Director/Tenure Track Faculty Member of Artificial Intelligence and Machine Learning (Tenure Track),Yeshiva University,New York  NY,Computer Science,04/01/19
Course Instructor  IT Data Analytics,Western Governors University,Salt Lake City  UT,Computer Science,03/29/19
Lecturer/Assistant/Associate/Full Teaching Professor  Professional Masters programs including the Align MS in CS  Seattle  WA,Northeastern University,Seattle  WA,Computer Science,03/28/19
Lecturer/Assistant/Associate/Full Teaching Professor  Professional Masters programs including the Align MS in CS  San Jose/San Francisco  CA,Northeastern University,San Jose  CA,Computer Science,03/28/19
Adjunct - College of Engineering and Computer Science (Fall 2019 - Summer 2020),Wright State University,Dayton  OH,Aerospace Engineering,03/28/19
Adjunct Faculty- Predictive Analytics,Moravian College,Bethlehem  PA,Computer Science,03/26/19
IT Trainer  Cloud/Web Applications Development (San Antonio  TX),Embry-Riddle Aeronautical University,San Antonio  TX,Computer Science,03/25/19
IT Trainer  Cloud/Web Applications Development (Quantico  VA),Embry-Riddle Aeronautical University,Quantico  VA,Computer Science,03/25/19
Adjunct Lecturer  Cybersecurity Computer Information Systems (Pooled Posting),Bentley University,Waltham  MA,Information Systems and Technology,03/24/19
Visiting Assistant/Visiting Associate/Visiting Full Professor of Computer Science,SUNY Polytechnic Institute,Utica  NY,Computer Science,03/24/19
2019 - 20 Lecturer - Pool Faculty (Computer Sciences),Sam Houston State University,Huntsville  TX,Computer Science,03/22/19
Adjunct Instructor  Computer Science,Yeshiva University,New York  NY,Computer Science,03/22/19
Assistant Professor – Immersive Media,Chatham University,Pittsburgh  PA,Computer Science,03/20/19
Networking & Cyber Security Instructor - Adjunct,Tacoma Community College,Tacoma  WA,Information Systems and Technology,03/20/19
Affiliate Faculty - Software Engineering,Regis University,Denver  CO,Computer Engineering,03/19/19
Lecturer/Instructor (Various)  Open Recruitment AY2019-2020 & Summer 2020 (FY19-146),Southern Illinois University Edwardsville,Edwardsville  IL,Civil and Environmental Engineering,03/18/19
Assistant Professor of Computer Science,University of Hawai`i at Hilo,Hilo  HI,Computer Science,03/17/19
Co-adjutant Instructor Summer session,Rutgers  The State University of New Jersey,New Brunswick  NJ,Computer Science,03/15/19
Network Security (CNAS)  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Adelphi  MD,Computer Science,03/14/19
Computer Information Systems (Cybersecurity) Adjunct Assistant Professor,Los Rios Community College District,Sacramento  CA,Information Systems and Technology,03/13/19
Research Fellows in Computational Social Science,Wesleyan University,Middletown  CT,Computer Science,03/09/19
Part-Time Instructor Pool  Web Design with HTML5/CSS3  UC Berkeley Extension,University of California  Berkeley,Berkeley  CA,Computer Science,03/06/19
Part-Time Instructor Pool  UX Design  UC Berkeley Extension,University of California  Berkeley,Berkeley  CA,Computer Science,03/06/19
Lecturer,Ithaca College,Ithaca  NY,Computer Science,03/05/19
FT Faculty: Assistant Professor-Computer Information Science,Shaw University,Raleigh  NC,Computer Science,03/05/19
Computer Information Technology Instructor (Reg FT 12 month  with benefits),Community College of Allegheny County,Pittsburgh  PA,Information Systems and Technology,02/28/19
Limited Term Adjunct Instructor  UA South (Cyber Operations  Defense and Forensics Track),The University of Arizona,Tucson  AZ,Computer Engineering,02/28/19
Data Science and Predictive Analytics Part Time Instructor,University of California  Irvine,Irvine  CA,Computer Science,02/26/19
AI/Machine Learning Part-Time Instructor,University of California  Irvine,Irvine  CA,Computer Engineering,02/26/19
Fundamentals of Computer Troubleshooting  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Fort Bliss  TX,Computer Science,02/26/19
Ethical Hacking  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Norfolk  VA,Computer Science,02/26/19
Part-Time Non-Credit Instructor  Cybersecurity Center of the Americas - 998396,Miami Dade College,Miami  FL,Adult and Continuing Education Programs,02/25/19
Faculty  Computer Science,Hagerstown Community College,Hagerstown  MD,Computer Science,02/22/19
Part Time Non Credit Technology Instructor,Hillsborough Community College,Tampa  FL,Computer Science,02/22/19
Assistant Teaching Professor - Electrical Engineering & Computer Science,Syracuse University,Syracuse  NY,Computer Science,02/21/19
Lecturer/Assistant/Associate/Full Teaching Professor-Boston,Northeastern University,Boston  MA,Computer Science,02/21/19
Professor  Computer Science,Tyler Junior College,Tyler  TX,Computer Science,02/20/19
Assistant Professor Computer Science,Yeshiva University,New York  NY,Computer Science,02/20/19
PT Adjunct - Cybersecurity - Computer Science and Information System Department - San Diego Region,National University,San Diego  CA,Computer Science,02/20/19
Digital Forensics Analysis and Application  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Adelphi  MD,Computer Science,02/19/19
Data Analytics  Graduate School - Adjunct Faculty,University of Maryland Global Campus,Adelphi  MD,Computer Science,02/19/19
Data Analytics  Graduate School - Adjunct Faculty,University of Maryland Global Campus,Shady Grove  MD,Computer Science,02/19/19
Part-Time Faculty - Online Programs  Various Courses,Syracuse University,Syracuse  NY,Computer Science,02/19/19
Adjunct Networking Instructors,Delaware County Community College,Marple  PA,Computer Science,02/14/19
Cybersecurity Technology  Graduate School - Adjunct Faculty,University of Maryland Global Campus,Norfolk  VA,Computer Science,02/14/19
Computer Sciences and Software Development and Security  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Fort Gordon  GA,Computer Science,02/14/19
Computer Science and Software Development and Security  Undergraduate School- Adjunct Faculty,University of Maryland Global Campus,Adelphi  MD,Computer Science,02/14/19
Lecturer - Data Science - College of Letters & Science,University of California  Berkeley,Berkeley  CA,Computer Science,02/14/19
Part-Time Instructor - BPS Knowledge Management Courses (Online),Syracuse University,Syracuse  NY,Computer Science,02/14/19
Associate Faculty  Computer Information Systems - Klamath-Trinity (part-time),College of the Redwoods,Hoopa  CA,Computer Science,02/12/19
Associate Faculty  Computer Information Systems (part-time),College of the Redwoods,Eureka  CA,Information Systems and Technology,02/12/19
Adjunct - Graduate : Computer Science  Computer Information System   Cyber Security,Saint Leo University,Tampa  FL,Information Systems and Technology,02/11/19
Department of Computer Science Professor of Practice,George Washington University,Washington  DC,Computer Science,02/09/19
Computing Adjunct (18245),Mount St. Joseph University,Cincinnati  OH,Computer Science,02/08/19
Adjunct  Computer Science,Widener University,Chester  PA,Computer Science,02/08/19
Blockchain Technologies Part Time Instructor,University of California  Irvine,Online/Remote,Computer Science,02/08/19
Coadjutant Appointment,Rutgers  The State University of New Jersey,New Brunswick  NJ,Computer Science,02/06/19
Adjunct - Computer Science  Computer Information System   Cyber Security,Saint Leo University,Saint Leo  FL,Computer Science,02/05/19
Part-Time Lecturer Pool - Electrical Engineering and Computer Science,University of California  Berkeley,Berkeley  CA,Electrical Engineering,02/05/19
Assistant/Associate/Full Professor of Electrical Engineering or Cyber Engineering,Houston Baptist University,Houston  TX,Electrical Engineering,02/04/19
Assistant/Associate / Full Professor of Computer Science or Cyber Engineering,Houston Baptist University,Houston  TX,Computer Science,02/04/19
Adjunct Instructor - Computer Information Technology - Programming or Database Courses,Pellissippi State Community College,Knoxville  TN,Information Systems and Technology,02/01/19
Adjunct Instructor - Computer Information Technology - Networking/Systems Administration Courses,Pellissippi State Community College,Knoxville  TN,Information Systems and Technology,02/01/19
Adjunct Instructor - Computer Information Technology - Cyber Security,Pellissippi State Community College,Knoxville  TN,Information Systems and Technology,02/01/19
Adjunct Instructor - Web Technology,Pellissippi State Community College,Knoxville  TN,Computer Science,02/01/19
Adjunct Instructor - Design for Web & Print,Pellissippi State Community College,Knoxville  TN,Computer Science,02/01/19
Part-Time Instructor Pool - Data Structures and Algorithms - UC Berkeley Extension,University of California  Berkeley,Berkeley  CA,Computer Science,02/01/19
Instructor in Computer Science Part-Time Pool,Ventura County Community College District,Ventura  CA,Computer Science,01/31/19
Instructor in Multimedia Part-Time Pool,Ventura County Community College District,Ventura  CA,Computer Science,01/30/19
Adjunct Instructor - Computer Applications/Business Technology (CABT),Cabrillo College,Aptos  CA,Information Systems and Technology,01/30/19
Adjunct Faculty- Cyber Security,Massachusetts Bay Community College,Wellesley Hills  MA,Computer Science,01/28/19
Adjunct Instructor - Data Science,Maryville University of Saint Louis,St. Louis  MO,Computer Science,01/26/19
Part-Time Lecturer (Information Assurance),Eastern Michigan University,Ypsilanti  MI,Information Systems and Technology,01/25/19
Part-Time Lecturer (Computer Science),Eastern Michigan University,Ypsilanti  MI,Computer Science,01/25/19
ECE Part-Time Lecturer Positions,Rutgers  The State University of New Jersey,New Brunswick  NJ,Computer Engineering,01/23/19
Department Chair and Professor,George Mason University,Fairfax  VA,Computer Science,01/22/19
Windows Server: Networking  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Largo  MD,Computer Science,01/22/19
Interconnecting Cisco Devices  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Fort Gordon  GA,Computer Science,01/22/19
Implementing Cisco Networks  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Adelphi  MD,Computer Science,01/22/19
Computer Networking and Security  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Adelphi  MD,Computer Science,01/22/19
CISCO CCNA Security  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Adelphi  MD,Computer Science,01/22/19
Windows Server: Install and Storage  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Elkridge  MD,Computer Science,01/21/19
PT Faculty POOL - Drafting/CADD (Computer Aided Drafting/Design).,Coast Community College District,Orange County  CA,Computer Science,01/19/19
Faculty - Business Intelligence,Full Sail University,Winter Park  FL,Computer Science,01/18/19
Professor of Cybersecurity,George Mason University,Fairfax  VA,Computer Science,01/16/19
Cybersecurity Management & Policy  Graduate School - Adjunct Faculty,University of Maryland Global Campus,Waldorf  MD,Computer Science,01/15/19
Assistant Associate Professor for Computer Science,Alabama A&amp;M University,Normal  AL,Computer Science,01/14/19
Assistant Professor - Computer Science,Binghamton University,Binghamton  NY,Computer Science,01/14/19
Postdoctoral Fellow  Senseable City Lab,Massachusetts Institute of Technology,Cambridge  MA,Other Engineering Faculty,01/14/19
Engineering Instructor Part-time Temporary Pool,College of Marin,Kentfield  CA,Other Engineering Faculty,01/11/19
Research Instructor,University of Colorado Denver,Aurora  CO,Biology,01/11/19
Multimedia Studies Instructor Part-time Temporary Pool,College of Marin,Kentfield  CA,Computer Science,01/11/19
Computer Science Instructor Part-time Temporary Pool,College of Marin,Kentfield  CA,Computer Science,01/10/19
Network Systems and Data Communications Instructor,Keiser University,Port Saint Lucie  FL,Information Systems and Technology,01/09/19
Assistant Professor  Math and Computer Science,Barry University,Miami Shores  FL,Computer Science,01/09/19
Digital Forensics & Cyber Investigation  Graduate School - Adjunct Faculty,University of Maryland Global Campus,Elkridge  MD,Computer Science,01/08/19
Adjunct Faculty - Engineering,University of Indianapolis,Indianapolis  IN,Computer Engineering,01/07/19
Adjuncts - Computer,Northampton Community College,Bethlehem  PA,Computer Science,01/02/19
Assistant Professor - Tenure Track - Computer Science,Long Island University,Brooklyn  NY,Computer Science,12/31/18
Clinical Data Analytics - Online Part-Time Instructor,University of California  Irvine,Online/Remote,Computer Science,12/31/18
Professor and Chair - Mathematics and Computer Science - IRC26958,Texas Woman's University,Denton  TX,Mathematics,12/17/18
Instructor  Computer Integrated Machining - Adjunct,Guilford Technical Community College,Jamestown  NC,Computer Science,12/17/18
HDSI - Associate or Full Professor: Data Science - Multiple Areas,University of California  San Diego,La Jolla  CA,Computer Engineering,12/17/18
Postdoctoral Research Associate,Northeastern University,Boston  MA,Computer Science,12/15/18
Associate Faculty Pool  Computer Science Dept - Maya Specialist (PT Faculty),Edmonds Community College,Lynnwood  WA,Computer Science,12/14/18
Web Design and Production Adjunct Faculty Pool,Howard Community College,Columbia  MD,Computer Science,12/14/18
Adjunct Instructor  Computer Science,Ohio University,Athens  OH,Computer Science,12/13/18
Assistant Professor / Associate Professor,University of Utah,Salt Lake City  UT,Computer Science,12/12/18
Part Time Faculty Interest Pool - Computer Science,Portland Community College,Portland  OR,Computer Science,12/12/18
Part Time Faculty Interest Pool - Computer Applications & Office Systems,Portland Community College,Portland  OR,Computer Science,12/12/18
Adjunct Instructor - CIS Cyber Security,City Colleges of Chicago,Chicago  IL,Computer Science,12/11/18
Part-Time Adjunct Instructor (Multiple Positions),Saint Peter's University,Jersey City  NJ,Hotel and Restaurant Management,12/08/18
Associate Professor - Computer Science,FLAME University,Pune  India,Computer Science,12/07/18
Professor - Computer Science,FLAME University,Pune  India,Computer Science,12/07/18
Instructor  Computer Technology/Computer Science - Adjunct,Guilford Technical Community College,Jamestown  NC,Computer Science,12/07/18
Computer Science Professor of Practice,George Washington University,Washington  DC,Computer Science,12/04/18
Annually Contracted Faculty - Networking,Columbus State Community College,Columbus  OH,Computer Science,12/03/18
Annually Contracted Faculty - Cyber Security,Columbus State Community College,Columbus  OH,Computer Science,12/03/18
PT Faculty POOL - Computer Science,Coast Community College District,Costa Mesa  CA,Computer Science,12/01/18
Assistant/Associate Professor of Computer Science (F165),Azusa Pacific University,Azusa  CA,Computer Engineering,11/29/18
Instructor Computer Networking & Telecommunications - Adjunct (Pool Requisition),Houston Community College,Houston  TX,Computer Science,11/29/18
Postdoctoral Research Fellow (Center for Security and Privacy),Indiana University Bloomington,Bloomington  IN,Information Systems and Technology,11/26/18
Department of Computer & Information Sciences Adjuncts,Saint Peter's University,Jersey City  NJ,Computer Science,11/26/18
Postdoctoral Research Associate,Princeton University,Princeton  NJ,Computer Engineering,11/25/18
Adjunct Faculty-Intmd PC Apps with Prgm,Middlesex County College,Edison  NJ,Computer Science,11/16/18
Adjunct Faculty-Comp Org & Architecture 1 & 2,Middlesex County College,Edison  NJ,Computer Science,11/16/18
Adjunct Faculty-Comp Applications & Systems,Middlesex County College,Edison  NJ,Computer Science,11/16/18
Faculty Position in Data Science at the Johns Hopkins Mathematical Institute for Data Science (MINDS),Johns Hopkins University,Baltimore  MD,Mathematics,11/16/18
Adjunct Faculty (DAY)  Computer Science (Information Technology),Salem State University,Salem  MA,Information Systems and Technology,11/13/18
Open Rank Lecturer/Teaching Assistant/Teaching Associate/Teaching Full Professor,North Carolina State University,Raleigh  NC,Computer Science,11/12/18
Instructor  Computer Technology - Occupational Extension - Adjunct (Re-advertised),Guilford Technical Community College,Jamestown  NC,Computer Science,11/09/18
Cybersecurity - Adjunct Faculty,Community College of Baltimore County,Baltimore  MD,Computer Science,11/06/18
Adjunct Computer Science-- Fall 2018-2019,Fairleigh Dickinson University,Madison  NJ,Computer Science,11/02/18
Lecturer,Massachusetts Institute of Technology,Cambridge  MA,Computer Science,11/02/18
Post Doctoral Research Scientist,Rochester Institute of Technology,Rochester  NY,Information Systems and Technology,11/02/18
Computer Science - Associate Faculty,Everett Community College,Everett  WA,Computer Science,11/02/18
Microcomputer Applications Adjunct,Daytona State College,Daytona Beach  FL,Computer Science,11/01/18
CSE - Temporary Lecturer 2019/2020,University of California  San Diego,La Jolla  CA,Computer Engineering,11/01/18
Apple App - iOS Coding Instructor,Union County College,Cranford  NJ,Computer Science,11/01/18
Adjunct Pool for Professor of Computer Science,Mt. San Antonio College,Walnut  CA,Computer Science,11/01/18
Postdoctoral Fellow - Hematology/Oncology,Indiana University - School of Medicine,Indianapolis  IN,Computer Science,10/31/18
Adjunct Instructor  Computer Science  School of Mathematics and Sciences,Lincoln Memorial University,Harrogate  TN,Computer Science,10/31/18
Networking Instructor - Business Division Adjunct,Reading Area Community College,Reading  PA,Computer Science,10/30/18
Microsoft Instructor - Business Division Adjunct,Reading Area Community College,Reading  PA,Computer Science,10/30/18
Open Rank Assistant/Associate/Full Professor,North Carolina State University,Raleigh  NC,Computer Science,10/29/18
Computer Science Instructor - Part-Time Adjunct Pool,Kern Community College District,Bakersfield  CA,Computer Science,10/27/18
Postdoctoral Fellow  Computer Science/Mislove,Tulane University,New Orleans  LA,Computer Science,10/27/18
Postdoctoral Research Associate,Princeton University,Princeton  NJ,Psychology,10/24/18
Assistant/Associate/Full Professor  Computer Science (Multiple Positions)(UPDATED),The University of Arizona,Tucson  AZ,Computer Science,10/19/18
Assistant/Associate/Full Professor  Computer Science (UPDATED),The University of Arizona,Tucson  AZ,Computer Science,10/19/18
Non-Credit Instructor: Cybersecurity,Columbus State Community College,Columbus  OH,Computer Science,10/18/18
Part-Time Instructor - Computer Science,Blinn College,Bryan  TX,Computer Science,10/18/18
Assistant/Associate/Full Professor  Computer Science,Jacksonville State University,Jacksonville  AL,Computer Science,10/17/18
Part-Time Lab Instructor  STEM (Science and Math) Technology - 997640,Miami Dade College,Doral  FL,Other Engineering Faculty,10/10/18
PT Faculty CIS (200 level),Coconino Community College,Flagstaff  AZ,Computer Science,10/04/18
PT Faculty CIS (100 Level),Coconino Community College,Flagstaff  AZ,Computer Science,10/04/18
Adjunct Faculty  UX/UI,Austin Community College District,Austin  TX,Graphic Design,10/04/18
Part-Time Faculty - Multiple Courses - Engineering,Syracuse University,Syracuse  NY,Electrical Engineering,10/04/18
Adjunct Faculty - Computer Repair/Support Instructor,St. Petersburg College,St. Petersburg  FL,Computer Science,10/04/18
CIS Programming Part-Time Instructor,Solano Community College,Fairfield  CA,Computer Science,10/03/18
Open Rank  Tenured/Tenure-Track  Computer Science,Tulane University,New Orleans  LA,Computer Science,10/01/18
Assistant Teaching Professor - Electrical Engineering & Computer Science,Syracuse University,Syracuse  NY,Electrical Engineering,10/01/18
Adjunct Instructor  Database Management,Palm Beach State College,Lake Worth  FL,Computer Science,09/28/18
Open Rank Assistant/ Associate/ Full Professor,North Carolina State University,Raleigh  NC,Computer Science,09/28/18
Instructor Computer Science - Adjunct Pool,Houston Community College,Houston  TX,Computer Science,09/27/18
Tenure Track Assistant or Associate Professor,George Washington University,Washington  DC,Computer Science,09/25/18
Tenure/Tenure track positions  Computer Science,Cornell University,Ithaca  NY,Computer Science,09/25/18
PT Instructor - CSIS (Computer Science & Information Systems) - Continuous Applicant Pool,Santa Monica College,Santa Monica  CA,Information Systems and Technology,09/21/18
Assistant Professor of Computer Science - Tenure Track,University of Central Missouri,Warrensburg  MO,Computer Science,09/18/18
Computer Science and Engineering Department: Lecturer Pool (Ongoing),University of California  Santa Cruz,Santa Cruz  CA,Computer Engineering,09/10/18
Computer Science and Engineering Department: Adjunct Professor Pool (Ongoing),University of California  Santa Cruz,Santa Cruz  CA,Computer Science,09/10/18
Faculty Researcher Adjunct Assistant Professor,Los Rios Community College District,Sacramento  CA,Institutional Research and Planning,09/07/18
Assistant Professor of Computer Science,Worcester Polytechnic Institute,Worcester  MA,Computer Science,09/06/18
Assistant/Associate Professor of CSIA - Digital Forensics - UPDATED,Norwich University,Northfield  VT,Computer Science,08/30/18
Postdoctoral Research Associate in Networking Systems and Security,Princeton University,Princeton  NJ,Electrical Engineering,08/10/18
Assistant Professor Computer Science,Yeshiva University,New York  NY,Computer Science,08/02/18
Computer Science Professor - Adjunct,Tacoma Community College,Tacoma  WA,Computer Science,07/29/18
Postdoctoral Associate  Computer Vision,Massachusetts Institute of Technology,Cambridge  MA,Computer Science,07/27/18
Postdoctoral Research Associate I,The University of Arizona,Tucson  AZ,Computer Science,07/26/18
Adjunct Instructor--Computer Science,Huston-Tillotson University,Austin  TX,Computer Science,07/26/18
Assistant Professor - Digital Forensics,Marshall University,Huntington  WV,Computer Science,07/20/18
Assistant Professor - Computer Science,Marshall University,Huntington  WV,Computer Science,07/19/18
Adjunct Faculty - Computer Information Systems,Henry Ford College,Dearborn  MI,Information Systems and Technology,07/18/18
Adjunct Faculty - Mastercam NC  (PT),Henry Ford College,Dearborn  MI,Computer Science,07/18/18
Computer Sciences and Software Development and Security  Undergraduate School - Adjunct Faculty,University of Maryland Global Campus,Largo  MD,Computer Science,07/16/18
Cyber Information Assurance  Graduate School - Adjunct Faculty,University of Maryland Global Campus,Largo  MD,Computer Science,07/16/18
Cybersecurity: Communicating  Problem Solving  and Leading in Cybersecurity  Graduate School - Adjunct Faculty,University of Maryland Global Campus,Elkridge  MD,Computer Science,07/12/18
Adjunct Professor  Computer Science Cybersecurity Programs,Liberty University,Lynchburg  VA,Computer Science,07/05/18
Adjunct Faculty - Computer Application Training,Harrisburg Area Community College,Harrisburg  PA,Computer Science,06/21/18
Adjunct faculty - Computer Science,Harrisburg Area Community College,Harrisburg  PA,Computer Science,06/21/18
Programmable Logic Controllers (PLC) - Adjunct Instructor (Workforce Development - Manufacturing),Harrisburg Area Community College,Harrisburg  PA,Computer Science,06/21/18
Adjunct Faculty for Technical Education,Southern State Community College,Hillsboro  OH,Accounting,06/13/18
Research Assistant Professor,George Mason University,Fairfax  VA,Electrical Engineering,06/12/18
Part Time Day & Evening Faculty - Computer Science,Fitchburg State University,Fitchburg  MA,Computer Science,06/05/18
Associate Faculty Pool  Computer Science Dept (PT Faculty),Edmonds Community College,Lynnwood  WA,Computer Science,06/04/18
Instructors-Workforce Development Programming,Reading Area Community College,Reading  PA,Computer Science,06/04/18
Joint Johns Hopkins/Army Research Lab Postdoctoral Fellowship,Johns Hopkins University,Baltimore  MD,Civil and Environmental Engineering,05/31/18
Non-Credit Adjunct Faculty - Advanced Technology,St. Petersburg College,Clearwater  FL,Computer Science,05/19/18
Postdoctoral Research Associate,Princeton University,Princeton  NJ,Biological Engineering,05/14/18
Postdoctoral Research Fellow,George Mason University,Fairfax  VA,Mathematics,05/10/18
Adjunct Instructor  Information Management (BAS),Palm Beach State College,Lake Worth  FL,Computer Science,05/09/18
Postdoctoral Research Associate in Communications,Princeton University,Princeton  NJ,Electrical Engineering,05/09/18
Part-Time Lecturer,Northeastern University,Boston  MA,Computer Science,04/30/18
Adjunct Faculty  Information Technology (Networking),Cuyahoga Community College,Cleveland  OH,Information Systems and Technology,04/26/18
Adjunct Faculty  Information Technology (Programming & Development),Cuyahoga Community College,Cleveland  OH,Information Systems and Technology,04/26/18
Continuing Education Instructor  New Media Curriculum - Columbia Online,Columbia College Chicago,Chicago  IL,Adult and Continuing Education Programs,04/20/18
Part-Time Faculty - CPS 600 Python Programming for Finance,Syracuse University,Syracuse  NY,Computer Science,04/16/18
Part-Time CSIS Faculty,Metropolitan Community College - Kansas City,Kansas City  MO,Computer Science,04/02/18
Part-Time Cyber Security Non-Credit Faculty,Metropolitan Community College - Kansas City,Kansas City  MO,Computer Science,04/02/18
